# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,14.26,4.952350481624039,-173.96079434883055,0,3.0,-0.007165081095059581,0.0,0.0,0.06031023550275972
 0.11782447203716824,14.23929166052561,4.950159619824399,-173.96079434883055,0.35347341611150473,3.0,-0.007165081095059581,0.0071060216565499434,-0.17589243789077824,0.44115533321005196
 0.16614519093530203,14.218823141787514,4.947997200360377,-173.9692935978782,0.4984355728059061,3.0000000000000004,-0.007363250180797143,0.02842296450300541,-0.23491029978018607,0.9666541909595436
 0.20289514575492887,14.19859208182086,4.945862949746036,-173.9779265407818,0.6086854372647866,3.0,-0.007566712405476113,0.06394746234697157,-0.2855312433411462,1.6192857095990383
 0.23360402116627887,14.178596118660813,4.943756594495435,-173.98669488415962,0.7008120634988367,3.0000000000000027,-0.007775569790919321,0.11367390545842793,-0.33208414499279315,2.3836001949364265
 0.2604208238049599,14.158832890342518,4.9416778611226295,-173.99560031913532,0.7812624714148798,3.0,-0.007989923792885432,0.1775944414555597,-0.37636415966156905,3.250232205644966
 0.284451271522983,14.13930003490113,4.939626476141685,-174.004644518397,0.853353814568949,2.9999999999999956,-0.00820987376947516,0.25569897654474594,-0.41932992375053446,4.212933699817415
 0.30635434599427785,14.119995190371808,4.937602166066657,-174.01382913294495,0.9190630379828336,3.0000000000000027,-0.008435516283851748,0.34797517711447457,-0.46156770590394536,5.267286823181795
 0.3265608200560448,14.100915994789702,4.935604657411606,-174.02315578882204,0.9796824601681345,3.0000000000000027,-0.008666945750940553,0.45440847168298437,-0.503468966974881,6.41004936057522
 0.3453709063336706,14.08206008618997,4.933633676690594,-174.03262608352895,1.036112719001012,3.0,-0.008904252316677349,0.5749820531992444,-0.5453120127861207,7.638783002021378
 0.3630039283035451,14.063425102607757,4.931688950417677,-174.04224158223082,1.0890117849106355,3.000000000000006,-0.009147523379513847,0.7096768816969912,-0.5873043341072722,8.951624757359763
 0.379626028719681,14.045008682078226,4.929770205106917,-174.05200381384722,1.1388780861590433,3.0000000000000067,-0.009396840921611206,0.8584716873013931,-0.629606505915947,10.34713769060024
 0.3953667380014672,14.026808462636533,4.927877167272372,-174.06191426681875,1.186100214004402,2.9999999999999964,-0.009652282516917833,1.0213429735877444,-0.672346580390041,11.82420872662695
 0.4103294346008364,14.008822082317822,4.926009563428103,-174.07197438471076,1.2309883038025093,2.9999999999999964,-0.009913919494921245,1.1982650212918766,-0.7156291842462565,13.381975934647285
 0.4245982445293663,13.991047179157256,4.9241671200881685,-174.08218556152005,1.273794733588099,2.999999999999996,-0.010181818404779636,1.3892098923715201,-0.7595415107014658,15.019775083769018
 0.4382427592377096,13.973481391189985,4.9223495637666295,-174.09254913683444,1.314728277713129,3.000000000000004,-0.010456037156751164,1.594147434418015,-0.8041573721419588,16.737099252054815
 0.4513213607147782,13.956122356451164,4.920556620977544,-174.1030663906295,1.3539640821443346,2.999999999999987,-0.010736625899599282,1.8130452854177825,-0.8495400288477037,18.533567540061842
 0.46388362607149036,13.938967712975945,4.918788018234972,-174.11373853790306,1.391650878214471,2.9999999999999867,-0.011023627942470754,2.0458688788625867,-0.8957441843176807,20.408900292949042
 0.4759721054507888,13.922015098799488,4.917043482052974,-174.1245667230043,1.427916316352366,2.9999999999999862,-0.011317074168770695,2.2925814492080585,-0.9428174170907573,22.36289907284914
 0.4876236622378801,13.90526215195694,4.915322738945609,-174.1355520136794,1.46287098671364,2.999999999999995,-0.011616988332778836,2.5531440376793526,-0.9908012195347188,24.395430159971276
 0.49887050063936267,13.888706510483457,4.913625515426936,-174.14669539488347,1.4966115019180877,3.0,-0.011923380321915653,2.827515498423203,-1.0397317454422286,26.506410713898333
 0.509740965512642,13.8723458124142,4.9119515380110155,-174.15799776229994,1.5292228965379255,2.9999999999999796,-0.012236248889777396,3.1156525050053507,-1.0896403460684263,28.69579696563239
 0.5202601733467526,13.856177695784313,4.910300533211907,-174.1694599155647,1.5607805200402571,3.0,-0.012555579309668979,3.4175095572522762,-1.140553947416273,30.963573975911427
 0.5304505160839756,13.840199798628953,4.908672227543669,-174.18108255119915,1.5913515482519263,2.999999999999989,-0.01288134195033657,3.7330389884361748,-1.1924953099993414,33.30974661139968
 0.5403320678173447,13.82440975898328,4.907066347520363,-174.1928662552967,1.6209962034520335,3.0000000000000226,-0.013213492374735462,4.062190972802134,-1.2454831843508867,35.73433147408202
 0.5499229163514112,13.808805214882442,4.905482619656047,-174.20481149586954,1.649768749054233,2.999999999999977,-0.013551967940163029,4.404913533436182,-1.2995323983025253,38.237349580194916
 0.5592394359571883,13.793383804361596,4.90392077046478,-174.21691861493667,1.677718307871564,2.999999999999988,-0.013896688290370302,4.761152550473019,-1.3546538784586017,40.81881962973115
 0.5682965136121214,13.778143165455894,4.902380526460624,-174.22918782030942,1.7048895408363633,2.9999999999999876,-0.01424755395930076,5.130851769642203,-1.4108546215464022,43.47875174217238
 0.5771077380874906,13.76308093620049,4.900861614157638,-174.241619177082,1.731323214262471,3.0000000000000124,-0.01460444434265923,5.513952811151333,-1.4681376259788097,46.217141559357195
 0.5856855590945392,13.748194754630541,4.89936376006988,-174.25421259885132,1.757056677283617,3.0,-0.014967217527907917,5.910395178904928,-1.5265017893584323,49.03396463669291
